,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
390,saint-francois,46.4154,3.9054,50.68,83,0,3.44,FR,1622007386
391,isangel,-19.55,169.2667,77.11,61,20,8.77,VU,1622007248
392,lagoa,39.05,-27.9833,62.92,96,100,19.48,PT,1622007386
393,ust-kuyga,70.0167,135.6,60.91,27,1,22.06,RU,1622007387
394,rio grande,-32.035,-52.0986,52.65,87,0,7.78,BR,1622007253
395,cockburn town,21.4612,-71.1419,78.73,79,6,18.12,TC,1622007387
396,jerantut,3.936,102.3626,89.96,62,72,1.79,MY,1622007387
397,dergachi,51.2328,48.7659,67.73,43,33,20.56,RU,1622007388
398,eirunepe,-6.6603,-69.8736,73.63,86,93,2.13,BR,1622007388
399,roebourne,-20.7833,117.1333,81.45,41,24,17.96,AU,1622007388
400,meulaboh,4.1363,96.1285,86.83,66,71,9.62,ID,1622007389
401,nuristan,35.3,70.8333,49.69,34,1,1.79,AF,1622007389
402,richards bay,-28.783,32.0377,62.6,64,83,3.42,ZA,1622007389
403,erenhot,43.6475,111.9767,64.81,22,32,21.39,CN,1622007185
404,nizhneyansk,,,,,,,,
405,tocopilla,-22.092,-70.1979,66.11,60,98,0.47,CL,1622007270
406,luena,-11.7833,19.9167,54.5,58,5,3.33,AO,1622007390
407,tetouan,35.5711,-5.3724,65.28,88,75,10.36,MA,1622007390
408,pisco,-13.7,-76.2167,65.01,88,75,3.44,PE,1622007391
409,vanimo,-2.6741,141.3028,82.2,83,67,2.37,PG,1622007391
410,jizan,17.3333,42.6667,90.54,34,3,4.18,SA,1622007391
411,beno-yurt,,,,,,,,
412,xichang,27.8964,102.2634,66.61,67,98,8.55,CN,1622007392
413,murgab,37.4966,61.9714,93.07,21,0,4.09,TM,1622007392
414,sioux city,42.5,-96.4003,64.92,49,1,7.85,US,1622007110
415,presidencia roque saenz pena,-26.7852,-60.4388,54.91,63,47,3.29,AR,1622007392
416,nizhniye sergi,56.6614,59.3033,62.26,46,55,12.66,RU,1622007393
417,kovacica,45.1117,20.6214,55.44,66,61,5.23,RS,1622007393
418,leiyang,26.4024,112.8591,91.36,57,89,9.66,CN,1622007393
419,sept-iles,50.2001,-66.3821,48.72,95,90,0,CA,1622007292
420,iturama,-19.7281,-50.1956,64.13,41,41,4.29,BR,1622007394
421,ascension,30.2169,-90.9001,73.62,94,4,0,US,1622007394
422,kongolo,-5.3833,27,70.92,60,93,5.08,CD,1622007395
423,adre,13.4667,22.2,86.36,25,65,4.27,TD,1622007395
424,high level,58.5169,-117.136,48.31,34,90,8.14,CA,1622007396
425,lichinga,-13.3128,35.2406,51.89,100,75,6.91,MZ,1622007396
426,mushie,-3.0167,16.9,73.85,73,54,2.55,CD,1622007398
427,salekhard,66.53,66.6019,43.23,51,98,15.77,RU,1622007337
428,jalor,25.35,72.6167,97.11,38,11,15.1,IN,1622007399
429,balykshi,47.0667,51.8667,82.4,36,0,8.95,KZ,1622007399
430,barsovo,61.1667,73.1667,53.73,51,95,10.13,RU,1622007399
431,santa maria,-29.6842,-53.8069,48.13,79,0,2.44,BR,1622007233
432,praia,14.9215,-23.5087,70.34,78,0,13.8,CV,1622007396
433,bandipur,27.9333,84.4167,75.99,66,100,4.85,NP,1622007400
434,sechura,-5.5569,-80.8222,70.18,81,51,9.73,PE,1622007133
435,aquiraz,-3.9014,-38.3911,78.89,84,13,12.21,BR,1622007388
436,saint-pierre,-21.3393,55.4781,80.24,58,0,4.61,RE,1622007401
437,stromness,58.965,-3.296,48.45,93,100,15.61,GB,1622007401
438,jian,27.1172,114.9793,89.62,64,92,8.59,CN,1622007402
439,pingliang,35.5392,106.6861,75.69,15,47,26.11,CN,1622007402
440,lompoc,34.6391,-120.4579,66.09,83,90,11.5,US,1622007402
441,luanda,-8.8368,13.2343,75.2,88,75,3.44,AO,1622007254
442,ouallam,14.3188,2.0866,85.98,43,28,10.45,NE,1622007403
443,panama city,8.9936,-79.5197,83.05,88,99,3,PA,1622007324
444,tuatapere,-46.1333,167.6833,43.47,79,97,1.48,NZ,1622007403
445,sal rei,16.1833,-22.9167,70.36,85,7,18.95,CV,1622007404
446,hailun,47.45,126.9333,66.15,27,77,8.05,CN,1622007404
447,dukat,62.55,155.55,39.9,61,96,11.05,RU,1622007405
448,chipinge,-20.1883,32.6236,59.14,44,0,1.43,ZW,1622007405
449,filadelfia,39.9523,-75.1638,67.26,87,75,3,US,1622007183
450,alanya,36.5438,31.9998,82.49,46,0,6.58,TR,1622007405
451,roald,62.5833,6.1333,55.9,82,0,14.97,NO,1622007406
452,kantunilkin,21.0917,-87.45,82.24,97,47,2.86,MX,1622007406
453,tuskegee,32.424,-85.6916,72.55,100,17,4.27,US,1622007406
454,bakchar,57.0186,82.0711,63.86,65,93,5.61,RU,1622007406
455,kholtoson,50.2981,103.3097,57.4,40,100,9.62,RU,1622007407
456,vitina,43.2375,17.4839,58.57,63,51,4.21,BA,1622007407
457,camden,39.7835,-74.9663,66.67,90,82,1.01,US,1622007123
458,mumford,5.2618,-0.759,78.84,88,86,7.16,GH,1622007408
459,arona,28.0996,-16.681,61.54,61,75,3,ES,1622007408
460,inirida,3.8653,-67.9239,71.87,99,100,0.31,CO,1622007408
461,posse,-14.0931,-46.3694,68.41,58,20,6.53,BR,1622007408
462,la rioja,42.25,-2.5,43.48,73,91,1.19,ES,1622007409
463,cazaje,,,,,,,,
464,hami,42.8,93.45,88,9,0,7.58,CN,1622007409
465,kutum,14.2,24.6667,82.54,30,58,7.02,SD,1622007410
466,urengoy,65.9667,78.3667,42.01,41,59,3.22,RU,1622007410
467,keti bandar,24.1447,67.4497,88.45,72,33,21.65,PK,1622007410
468,conde,-7.2597,-34.9075,74.66,94,40,9.95,BR,1622007410
469,porto novo,6.4965,2.6036,82.22,89,94,5.91,BJ,1622007411
470,horta,38.5333,-28.6333,63.23,96,100,14.43,PT,1622007404
471,semikarakorsk,47.5194,40.8112,67.01,67,17,9.37,RU,1622007411
472,azamgarh,26.06,83.1861,78.28,85,100,7.56,IN,1622007411
473,antofagasta,-23.65,-70.4,56.48,65,93,4.99,CL,1622007121
474,santa cruz,-17.8,-63.1667,63.36,77,21,3.36,BO,1622007330
475,wakkanai,45.4094,141.6739,58.98,67,20,14.97,JP,1622007412
476,gamba,-2.65,10,77.49,93,60,5.28,GA,1622007412
477,loreto,22.2667,-101.9667,65.8,65,35,8.86,MX,1622007391
478,muros,42.7762,-9.0603,55.24,85,91,8.9,ES,1622007413
479,atagay,55.1033,99.3875,52.36,63,99,10.02,RU,1622007413
480,perth,-31.9333,115.8333,68.04,47,0,11.81,AU,1622007246
481,half moon bay,37.4636,-122.4286,58.98,79,1,7.38,US,1622007414
482,kawasaki,35.5206,139.7172,80.26,52,75,4.61,JP,1622007274
483,salinopolis,-0.6136,-47.3561,78.75,85,46,10.2,BR,1622007414
484,bima,-8.4667,118.7167,86.86,65,72,1.5,ID,1622007414
485,puri,19.8,85.85,78.39,70,100,24.02,IN,1622007415
486,tengushevo,54.7686,42.7189,61.99,59,88,2.82,RU,1622007415
487,aracoiaba,-4.3711,-38.8142,70.72,97,23,1.45,BR,1622007416
488,padang,-0.9492,100.3543,86.83,72,92,6.17,ID,1622007417
489,thiruvananthapuram,8.4833,76.9167,76.96,93,100,14.56,IN,1622007417
490,college,64.8569,-147.8028,65.86,34,40,10.36,US,1622007418
491,loandjili,-4.7561,11.8578,77.11,94,40,4.61,CG,1622007418
492,dibulla,11.2725,-73.3091,78.33,83,99,12.88,CO,1622007419
493,tougue,11.4667,-11.6,70.57,73,98,2.44,GN,1622007304
494,luderitz,-26.6481,15.1594,61.05,68,0,8.61,NA,1622007419
495,kangaatsiaq,68.3065,-53.4641,31.51,67,70,11.74,GL,1622007420
496,grand island,40.925,-98.342,64.98,61,1,3.44,US,1622007420
497,springbok,-29.6643,17.8865,50.85,62,4,3.74,ZA,1622007420
498,gorno-chuyskiy,,,,,,,,
499,circleville,39.6006,-82.946,74.28,68,1,6.58,US,1622007421
500,tromso,69.6496,18.957,47.05,61,20,14.97,NO,1622007236
501,the valley,18.217,-63.0578,80.46,74,66,16.58,AI,1622007421
502,bac lieu,9.285,105.7244,77.38,91,100,13.51,VN,1622007421
503,cape coast,5.1053,-1.2466,78.91,88,88,5.28,GH,1622007422
504,myslenice,49.8338,19.9383,54.66,75,1,6.13,PL,1622007422
505,aksu,41.1231,80.2644,84.27,9,100,3.36,CN,1622007422
506,lakatoro,-16.0999,167.4164,74.89,60,83,7.61,VU,1622007422
507,lukulu,-14.3707,23.242,56.17,60,0,6.35,ZM,1622007423
508,najran,17.4924,44.1277,88.45,15,2,1.12,SA,1622007423
509,aklavik,68.2191,-135.0107,39.92,69,97,4.52,CA,1622007423
510,skelleftea,64.7507,20.9528,48.56,71,0,8.84,SE,1622007424
511,woodland,38.6785,-121.7733,69.28,53,1,6.49,US,1622007268
512,jiuquan,39.7432,98.5174,79.66,12,1,4.54,CN,1622007425
513,mehran,33.1222,46.1646,89.08,15,3,7.2,IR,1622007425
514,riyadh,24.6877,46.7219,89.74,12,0,14.97,SA,1622007339
515,san andres,12.5847,-81.7006,82.42,83,75,18.41,CO,1622007256
516,bud,39.447,-86.1758,75.22,93,45,9.31,US,1622007426
517,shelburne,44.0787,-80.2041,72.39,89,100,16.64,CA,1622007426
518,falealupo,,,,,,,,
519,karaul,,,,,,,,
520,straumen,63.8709,11.2999,54.5,56,42,8.03,NO,1622007426
521,praya,14.9215,-23.5087,70.34,78,0,13.8,CV,1622007396
522,tessalit,20.1986,1.0114,90.01,7,76,9.48,ML,1622007427
523,jiazi,22.8779,116.067,86.34,67,13,10.47,CN,1622007427
524,chlorakas,34.8042,32.4083,85.55,29,0,4.07,CY,1622007428
525,kaeo,-35.1,173.7833,55.33,87,74,10.78,NZ,1622007428
526,kiunga,-6.1219,141.2906,82.4,79,87,2.66,PG,1622007428
527,keita,14.7551,5.7749,84.88,13,70,3.33,NE,1622007429
528,santa rosa,14.3122,121.1114,97.09,49,73,6.04,PH,1622007429
529,salalah,17.0151,54.0924,86.09,62,20,10.36,OM,1622007172
530,zavitinsk,50.1167,129.45,59.45,43,70,4.81,RU,1622007430
531,kyra,49.5776,111.9753,54.52,45,100,6.78,RU,1622007430
532,korba,22.35,82.6833,82.53,67,100,13.44,IN,1622007430
533,maltahohe,-24.8333,16.9833,55.58,46,0,3.29,NA,1622007431
534,vidim,56.4088,103.1106,56.16,28,94,11.25,RU,1622007431
535,bilma,18.6853,12.9164,85.03,8,0,4.18,NE,1622007431
536,ondjiva,-17.0667,15.7333,52.61,56,0,6.6,AO,1622007432
537,halalo,,,,,,,,
538,knysna,-34.0363,23.0471,53.98,77,93,3.09,ZA,1622007432
539,kandara,25.7191,73.2765,97.79,33,11,15.79,IN,1622007432
540,morros,-9.4467,-46.3003,67.06,48,12,3.22,BR,1622007433
541,grand river south east,,,,,,,,
542,mahadday weyne,,,,,,,,
543,rabat,33.9911,-6.8401,60.15,92,94,9.57,MA,1622007433
544,yanam,16.7333,82.2167,91.8,19,100,11.7,IN,1622007434
545,ahipara,-35.1667,173.1667,54.81,79,57,7.07,NZ,1622007434
546,rameshki,57.3439,36.0453,59.9,60,60,7.72,RU,1622007434
547,sorland,67.667,12.6934,44.67,75,0,19.28,NO,1622007435
548,batagay-alyta,67.8006,130.4114,60.84,28,11,4.5,RU,1622007435
549,ibi,38.6253,-0.5723,56.12,88,41,4.25,ES,1622007436
550,korcula,42.9622,17.1369,59.56,71,34,4.41,HR,1622007436
551,vaitape,-16.5167,-151.75,81.18,72,36,13.38,PF,1622007437
552,kalabo,-14.97,22.6814,56.84,58,0,4.74,ZM,1622007437
553,oranjemund,-28.55,16.4333,57.34,96,44,6.2,NA,1622007438
554,pacific grove,36.6177,-121.9166,55.94,87,75,1.01,US,1622007438
555,providencia,28.7167,-111.5833,82.85,28,91,6.98,MX,1622007439
556,harrison,30.4091,-89.0436,75.27,82,20,6.91,US,1622007439
557,warman,52.3168,-106.5679,39.11,72,75,3.47,CA,1622007301
558,turka,49.1541,23.0297,54.25,66,50,2.84,UA,1622007439
559,sur,22.5667,59.5289,100.65,30,0,3.74,OM,1622007440
560,bantou,26.2151,117.4893,86.83,73,71,7.29,CN,1622007440
561,negombo,7.2083,79.8358,86.05,74,40,11.5,LK,1622007441
562,kargil,34.5667,76.1,49.41,27,2,3.83,IN,1622007441
563,vega de alatorre,20.0333,-96.6333,78.89,83,65,8.12,MX,1622007441
564,kamaishi,39.2667,141.8833,67.15,45,41,15.5,JP,1622007442
565,zambezi,-13.5432,23.1047,55.45,56,11,7.2,ZM,1622007442
566,marshalltown,42.0494,-92.908,71.55,88,1,5.75,US,1622007443
567,naryan-mar,67.6713,53.087,39.38,43,46,10.89,RU,1622007443
568,lasa,46.6166,10.7002,44.06,68,18,3.67,IT,1622007443
569,inhambane,-23.865,35.3833,55.38,94,20,3.44,MZ,1622007443
570,vao,-22.6667,167.4833,71.49,66,1,13.33,NC,1622007444
571,chunskiy,56.0815,99.6342,56.3,29,75,14.09,RU,1622007444
572,malanje,-9.5402,16.341,54.99,66,3,4.74,AO,1622007445
573,portland,45.5234,-122.6762,56.55,83,92,1.66,US,1622007185
574,luba,3.4568,8.5547,78.69,84,99,5.91,GQ,1622007445
575,port blair,11.6667,92.75,85.44,78,85,21.05,IN,1622007445
576,teya,60.3778,92.6267,47.01,34,13,11.39,RU,1622007446
577,constitucion,-35.3333,-72.4167,53.47,79,14,6.2,CL,1622007446
578,ornskoldsvik,63.2909,18.7153,51.62,71,0,12.19,SE,1622007446
579,webuye,0.6075,34.7697,63.81,81,38,5.57,KE,1622007447
580,sibi,29.5448,67.8764,106.86,7,0,2.53,PK,1622007447
581,sokoni,-6.4333,39.55,77.65,74,88,14.61,TZ,1622007448
582,korla,41.7597,86.1469,87.73,10,0,0.4,CN,1622007448
583,sterling,39.0062,-77.4286,72.34,91,75,1.99,US,1622007448
584,paita,-5.0892,-81.1144,69.76,84,49,9.33,PE,1622007449
585,udachnyy,66.4167,112.4,55.13,41,54,7.29,RU,1622007449
586,leopold,-38.1833,144.4667,57.83,72,75,10,AU,1622007449
587,abu samrah,35.3029,37.1841,79.65,27,0,5.55,SY,1622007450
588,bogale,16.2833,95.4,80.26,84,100,7.67,MM,1622007450
589,dali,25.7,100.1833,82.89,39,85,8.46,CN,1622007451
590,husavik,66.0449,-17.3389,37.31,76,46,10.92,IS,1622007451
591,llano de piedra,7.6667,-80.5667,75.97,91,100,1.9,PA,1622007451
592,uaua,-9.8414,-39.4817,65.93,86,4,9.8,BR,1622007452
593,kununurra,-15.7667,128.7333,93.18,31,40,14.97,AU,1622007452
594,kilindoni,-7.9139,39.6668,78.17,73,20,16.82,TZ,1622007453
595,lata,40.1629,-8.3327,58.82,78,54,2.15,PT,1622007453
596,bourail,-21.5667,165.4833,69.03,60,22,7.07,NC,1622007453
597,puerto escondido,15.85,-97.0667,82.8,76,99,4.76,MX,1622007454
598,trairi,-3.2778,-39.2689,74.75,87,16,8.39,BR,1622007242
599,andros,37.8333,24.9333,75.76,60,0,15.28,GR,1622007454
600,atbasar,51.8,68.3333,91.47,20,32,11.32,KZ,1622007454
601,khorramabad,33.4878,48.3558,72.09,27,53,4.21,IR,1622007455
602,deputatskiy,69.3,139.9,52.45,37,13,20.54,RU,1622007455
603,farafangana,-22.8167,47.8333,69.57,82,8,4.23,MG,1622007456
604,togur,58.3631,82.8265,58.26,39,62,4.92,RU,1622007456
605,muroto,33.2833,134.15,69.84,66,100,9.91,JP,1622007457
606,coihueco,-36.6167,-71.8333,39.94,76,90,3,CL,1622007319
607,avera,33.194,-82.5271,77.72,54,79,6.49,US,1622007458
608,beauvais,49.4167,2,52.32,98,75,1.99,FR,1622007459
609,pokhara,28.2333,83.9833,82.4,60,99,7.27,NP,1622007413
610,tongchuan,35.0806,109.0897,83.07,11,84,24.96,CN,1622007459
611,sebastian,35.1668,-94.2669,70.81,98,100,0.96,US,1622007460
612,saint john,45.2727,-66.0677,57.58,100,90,10.94,CA,1622007460
613,nalut,30.3333,10.85,73.6,47,1,15.88,LY,1622007362
614,montes altos,-5.8333,-47.0667,72.09,81,9,1.43,BR,1622007460
615,roma,43.2128,-75.4557,73.26,78,1,0,US,1622007171
616,honiara,-9.4333,159.95,81.19,79,100,2.62,SB,1622007461
617,sorvag,,,,,,,,
